date,equity,cash,pos,qty,bucket_next,prev_reg_score,prev_reg_slope,prev_reg_above_ma,th_buy_today,th_sell_today,th_buy_bull,th_buy_side,th_buy_bear,th_sell_bull,th_sell_side,th_sell_bear,bucket_today,reg_score,reg_slope,reg_above_ma
2018-11-05,100000.0,100000.0,0,0.0,bear,-0.09017583635472558,-0.0028215708138649297,-0.05447408260875386,1.5499999999999994,-0.5,0.3,0.3,1.5499999999999994,0.3,0.3,-0.5,,,,
2018-11-06,100000.0,100000.0,0,0.0,bear,-0.09185000963297234,-0.002920268061793254,-0.05539280363172838,-0.5,1.2999999999999996,0.3,0.3,-0.5,0.3,0.3,1.2999999999999996,,,,
2018-11-07,100000.0,100000.0,0,0.0,bear,-0.07894520860523152,-0.0029481762735673574,-0.04673378652301963,-0.5,2.1999999999999993,0.3,0.3,-0.5,0.3,0.3,2.1999999999999993,,,,
2018-11-08,100000.0,100000.0,0,0.0,bear,-0.032337738024814926,-0.002860763720179532,-0.01583696457618422,-0.5,1.8999999999999995,0.3,0.3,-0.5,0.3,0.3,1.8999999999999995,,,,
2018-11-09,100000.0,100000.0,0,0.0,bear,-0.039395830242171984,-0.0027485684888498055,-0.020766749850415045,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-11-12,100000.0,100000.0,0,0.0,bear,-0.06158317312422151,-0.002699295592875981,-0.03565685756372905,2.2999999999999994,-0.5,0.3,0.3,2.2999999999999994,0.3,0.3,-0.5,,,,
2018-11-13,100000.0,100000.0,0,0.0,bear,-0.10245787931843084,-0.002805066824564858,-0.06269511922982418,2.2999999999999994,0.24999999999999978,0.3,0.3,2.2999999999999994,0.3,0.3,0.24999999999999978,,,,
2018-11-14,100000.0,100000.0,0,0.0,bear,-0.09835866669582355,-0.0028598662557061307,-0.059852711952470106,2.2999999999999994,0.24999999999999978,0.3,0.3,2.2999999999999994,0.3,0.3,0.24999999999999978,,,,
2018-11-15,100000.0,100000.0,0,0.0,bear,-0.10643099498865842,-0.0029280319848952684,-0.06509793268931507,-0.5,0.19999999999999984,0.3,0.3,-0.5,0.3,0.3,0.19999999999999984,,,,
2018-11-16,100000.0,100000.0,0,0.0,bear,-0.07950966859006242,-0.0028715667713145967,-0.04726331218407909,-0.5,0.5499999999999998,0.3,0.3,-0.5,0.3,0.3,0.5499999999999998,,,,
2018-11-19,100000.0,100000.0,0,0.0,bear,-0.08220469352687118,-0.0028313530377870573,-0.04914042294234,2.3999999999999995,-0.5,0.3,0.3,2.3999999999999995,0.3,0.3,-0.5,,,,
2018-11-20,100000.0,100000.0,0,0.0,bear,-0.12561848496510092,-0.0028908343661965827,-0.07796398791100745,2.3999999999999995,-0.5,0.3,0.3,2.3999999999999995,0.3,0.3,-0.5,,,,
2018-11-21,100000.0,100000.0,0,0.0,bear,-0.14694411520712594,-0.0029874418847238744,-0.09198785970196954,2.499999999999999,-0.5,0.3,0.3,2.499999999999999,0.3,0.3,-0.5,,,,
2018-11-23,100000.0,100000.0,0,0.0,bear,-0.13321932236599843,-0.0030262744878581612,-0.08276033260161597,-0.5,2.0999999999999996,0.3,0.3,-0.5,0.3,0.3,2.0999999999999996,,,,
2018-11-26,100000.0,100000.0,0,0.0,bear,-0.13922434413770265,-0.003033179100688219,-0.08674987122375866,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-11-27,100000.0,100000.0,0,0.0,bear,-0.10384538278563255,-0.0029283031547198673,-0.06337364888098196,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-11-28,100000.0,100000.0,0,0.0,bear,-0.0957445025459839,-0.002778556817218105,-0.05827255472955306,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-11-29,100000.0,100000.0,0,0.0,bear,-0.04705912611456102,-0.0024971788199991637,-0.026378393103042352,1.1499999999999997,-0.5,0.3,0.3,1.1499999999999997,0.3,0.3,-0.5,,,,
2018-11-30,100000.0,100000.0,0,0.0,bear,-0.048496718694922586,-0.0022055452418671415,-0.027920055312880776,0.7999999999999998,-0.5,0.3,0.3,0.7999999999999998,0.3,0.3,-0.5,,,,
2018-12-03,100000.0,100000.0,0,0.0,side,-0.03451898718069914,-0.0019431441658143928,-0.019126369788837305,0.3,0.3,0.3,0.3,0.7999999999999998,0.3,0.3,-0.5,,,,
2018-12-04,100000.0,100000.0,0,0.0,bear,-0.005952687565590589,-0.0016507895411064242,-0.0006668792948475444,0.8999999999999997,-0.5,0.3,0.3,0.8999999999999997,0.3,0.3,-0.5,,,,
2018-12-06,100000.0,100000.0,0,0.0,bear,-0.06000303215441581,-0.0015167567363067037,-0.0369685079636638,-0.5,1.1499999999999997,0.3,0.3,-0.5,0.3,0.3,1.1499999999999997,,,,
2018-12-07,100000.0,100000.0,0,0.0,bear,-0.04632178050573669,-0.0013300311640063102,-0.028221124675811837,2.1499999999999995,0.7999999999999998,0.3,0.3,2.1499999999999995,0.3,0.3,0.7999999999999998,,,,
2018-12-10,100000.0,100000.0,0,0.0,bear,-0.09096618482424973,-0.0014253154842196276,-0.05779349224772723,-0.5,1.6499999999999995,0.3,0.3,-0.5,0.3,0.3,1.6499999999999995,,,,
2018-12-11,100000.0,100000.0,0,0.0,bear,-0.07264074881861703,-0.0015188264773171528,-0.04538951292444371,-0.5,2.3999999999999995,0.3,0.3,-0.5,0.3,0.3,2.3999999999999995,,,,
2018-12-12,100000.0,100000.0,0,0.0,bear,-0.06406396338446563,-0.0014872991380938114,-0.03973471064678946,-0.5,2.4499999999999993,0.3,0.3,-0.5,0.3,0.3,2.4499999999999993,,,,
2018-12-13,100000.0,100000.0,0,0.0,bear,-0.047689119741162876,-0.0014586546631251214,-0.028875437167858342,-0.5,1.3999999999999995,0.3,0.3,-0.5,0.3,0.3,1.3999999999999995,,,,
2018-12-14,100000.0,100000.0,0,0.0,bear,-0.0432543093512069,-0.0013106375888243679,-0.0262149310564892,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-12-17,100000.0,100000.0,0,0.0,bear,-0.07440903176941112,-0.0012379944286369092,-0.04713003232233359,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-12-18,100000.0,100000.0,0,0.0,bear,-0.10291105591278064,-0.0013214285966833947,-0.06596451341515364,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-12-19,100000.0,100000.0,0,0.0,bear,-0.09059429643389263,-0.0013675937242612138,-0.05766101017407266,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-12-20,100000.0,100000.0,0,0.0,bear,-0.12157168500478131,-0.0014684420571326592,-0.07811090588892222,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-12-21,100000.0,100000.0,0,0.0,bear,-0.13759541742360604,-0.0016147243608977888,-0.08850082956060845,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2018-12-24,100000.0,100000.0,0,0.0,bear,-0.17738077718268913,-0.0020321583541047916,-0.11418953474691651,1.6499999999999995,-0.5,0.3,0.3,1.6499999999999995,0.3,0.3,-0.5,,,,
2018-12-26,100000.0,100000.0,0,0.0,bear,-0.21106849754685927,-0.0023997712423025,-0.1359127892133012,1.6499999999999995,-0.5,0.3,0.3,1.6499999999999995,0.3,0.3,-0.5,,,,
2018-12-27,100000.0,100000.0,0,0.0,bear,-0.12714439951020612,-0.002613061465788954,-0.07953681007522617,1.2999999999999996,-0.5,0.3,0.3,1.2999999999999996,0.3,0.3,-0.5,,,,
2018-12-28,100000.0,100000.0,0,0.0,bear,-0.11937451434313243,-0.0028754959024184165,-0.07383201775725146,1.2999999999999996,-0.5,0.3,0.3,1.2999999999999996,0.3,0.3,-0.5,,,,
2018-12-31,100000.0,100000.0,0,0.0,bear,-0.11658165235374778,-0.0030648941616668625,-0.07159131324583146,2.3999999999999995,-0.5,0.3,0.3,2.3999999999999995,0.3,0.3,-0.5,,,,
2019-01-02,99421.05976457513,99421.05976457513,0,0.0,bear,-0.10106305790445715,-0.0031189638583225764,-0.06113744421965961,2.499999999999999,2.499999999999999,0.3,0.3,2.499999999999999,0.3,0.3,2.499999999999999,,,,
2019-01-03,99966.6862361089,0.0,1,668.8971979666036,bear,-0.09215905017410533,-0.003089927969846371,-0.055259510843044146,2.2999999999999994,-0.5,0.3,0.3,2.2999999999999994,0.3,0.3,-0.5,,,,
2019-01-04,102009.55825536454,102009.55825536454,0,0.0,bear,-0.13496524118037098,-0.0032230572690523894,-0.08353071291547587,2.4499999999999993,-0.5,0.3,0.3,2.4499999999999993,0.3,0.3,-0.5,,,,
2019-01-07,102029.14910516476,102029.14910516476,0,0.0,bear,-0.07294067414335656,-0.0031894395987266486,-0.04224823689811774,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2019-01-08,102253.69920380531,102253.69920380531,0,0.0,bear,-0.05276423186380651,-0.0030687980927605754,-0.029038558390349856,-0.5,-0.5,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2019-01-09,102228.14855432908,0.0,1,639.445477915363,side,-0.037679813598440984,-0.002782529407963516,-0.019554816916366957,0.3,0.3,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2019-01-10,102433.24016758123,102433.24016758123,0,0.0,side,-0.02289800429735251,-0.0024731818815427204,-0.010318972435149565,0.3,0.3,0.3,0.3,-0.5,0.3,0.3,-0.5,,,,
2019-01-11,102439.60999634668,0.0,1,637.4586807488904,side,-0.01685619073006464,-0.002203478490159533,-0.006830503506390695,2.499999999999999,-0.5,0.3,2.499999999999999,-0.5,0.3,-0.5,-0.5,,,,
2019-01-14,101911.32282763446,101911.32282763446,0,0.0,bear,-0.021392581138425473,-0.0020538114495854648,-0.010154097859779387,-0.5,-0.5,0.3,2.499999999999999,-0.5,0.3,-0.5,-0.5,,,,
2019-01-15,102315.71347591227,0.0,1,630.100464810397,side,-0.032925942379161445,-0.001926910065856503,-0.018096808121061292,1.5499999999999994,1.4499999999999995,0.3,1.5499999999999994,-0.5,0.3,1.4499999999999995,-0.5,,,,
2019-01-16,102051.07128069192,0.0,1,630.100464810397,side,-0.0022578551805980587,-0.0017504179277694181,0.0019955990684734637,-0.5,1.2499999999999996,0.3,-0.5,-0.5,0.3,1.2499999999999996,-0.5,,,,
2019-01-17,103153.7470941101,0.0,1,630.100464810397,side,4.646465345666158e-06,-0.0015046688050417917,0.003012435253647361,-0.5,0.8999999999999997,0.3,-0.5,-0.5,0.3,0.8999999999999997,-0.5,,,,
2019-01-18,103783.8475589205,103783.8475589205,0,0.0,bull,0.01374712443651218,-0.0012371932303449835,0.01163913608503142,0.3,0.3,0.3,-0.5,-0.5,0.3,0.8999999999999997,-0.5,,,,
2019-01-22,102417.35496076585,0.0,1,632.6354621086284,side,0.03001663333226098,-0.0010562765627341883,0.022123642013642364,-0.5,0.8999999999999997,0.3,-0.5,-0.5,0.3,0.8999999999999997,-0.5,,,,
2019-01-23,102499.50577652105,102499.50577652105,0,0.0,side,0.0009521618881338728,-0.0010224910499363029,0.0026797566919618543,2.2999999999999994,1.1499999999999997,0.3,2.2999999999999994,-0.5,0.3,1.1499999999999997,-0.5,,,,
2019-01-24,102499.50577652105,102499.50577652105,0,0.0,side,0.005604488136813204,-0.0009580836083990103,0.005652492641340157,2.2999999999999994,1.3999999999999995,0.3,2.2999999999999994,-0.5,0.3,1.3999999999999995,-0.5,,,,
2019-01-25,102499.50577652105,102499.50577652105,0,0.0,bull,0.017670192028750704,-0.0009000540799667553,0.013580236179100647,0.3,0.3,0.3,2.2999999999999994,-0.5,0.3,1.3999999999999995,-0.5,,,,
2019-01-28,101419.6538952649,0.0,1,625.390971790497,side,0.037608882872094816,-0.0007153248682093288,0.026503238317815203,2.2999999999999994,1.3999999999999995,0.3,2.2999999999999994,-0.5,0.3,1.3999999999999995,-0.5,,,,
2019-01-29,101644.79464510948,0.0,1,625.390971790497,side,0.019647079909653115,-0.0005656892971295889,0.014229431867361253,2.349999999999999,1.4999999999999996,0.3,2.349999999999999,-0.5,0.3,1.4999999999999996,-0.5,,,,
2019-01-30,102470.31072787293,102470.31072787293,0,0.0,bull,0.006913626397576914,-0.00032854970961824847,0.005266183684287773,2.1499999999999995,1.0999999999999996,2.1499999999999995,2.349999999999999,-0.5,1.0999999999999996,1.4999999999999996,-0.5,,,,
2019-01-31,102470.31072787293,102470.31072787293,0,0.0,bull,0.04615280074164102,-3.966506470887373e-06,0.030776466840702454,0.9999999999999996,-0.5,0.9999999999999996,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-02-01,102421.31419366028,0.0,1,612.0186088656127,bull,0.07051164017513914,0.0004055552421920348,0.04619664963237535,1.0999999999999996,-0.5,1.0999999999999996,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-02-04,102673.36557707332,0.0,1,608.5068783089748,bull,0.06528160534152729,0.0008675793161747288,0.0417859115953354,2.0499999999999994,0.9999999999999996,2.0499999999999994,2.349999999999999,-0.5,0.9999999999999996,1.4999999999999996,-0.5,,,,
2019-02-05,103812.29086129443,103812.29086129443,0,0.0,bull,0.08430988545567389,0.001229728647039899,0.0537471330097028,2.1999999999999993,1.4499999999999995,2.1999999999999993,2.349999999999999,-0.5,1.4499999999999995,1.4999999999999996,-0.5,,,,
2019-02-06,103903.92228196758,0.0,1,610.8761378209629,bull,0.09719717567570706,0.0016469005450586314,0.06150431602702078,1.1499999999999997,1.1999999999999997,1.1499999999999997,2.349999999999999,-0.5,1.1999999999999997,1.4999999999999996,-0.5,,,,
2019-02-07,102395.0582215498,0.0,1,610.8761378209629,bull,0.09126910948429293,0.0019194220160215845,0.057007228957485445,2.2999999999999994,-0.5,2.2999999999999994,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-02-08,102254.55670985096,102254.55670985096,0,0.0,bull,0.06898760720770597,0.0021722104308626693,0.04164731727674531,2.4499999999999993,1.2999999999999996,2.4499999999999993,2.349999999999999,-0.5,1.2999999999999996,1.4999999999999996,-0.5,,,,
2019-02-11,102181.8897265205,0.0,1,605.5581944205315,bull,0.07175456548092518,0.002439038997177272,0.04295829899292891,1.6499999999999995,1.0999999999999996,1.6499999999999995,2.349999999999999,-0.5,1.0999999999999996,1.4999999999999996,-0.5,,,,
2019-02-12,102714.78093761056,102714.78093761056,0,0.0,bull,0.07018522598782193,0.0027305045127086107,0.04132914163313073,1.6499999999999995,2.4499999999999993,1.6499999999999995,2.349999999999999,-0.5,2.4499999999999993,1.4999999999999996,-0.5,,,,
2019-02-13,102714.78093761056,102714.78093761056,0,0.0,bull,0.09387969859299276,0.003073064986200278,0.056440335756261284,1.6999999999999993,2.4499999999999993,1.6999999999999993,2.349999999999999,-0.5,2.4499999999999993,1.4999999999999996,-0.5,,,,
2019-02-14,102714.78093761056,102714.78093761056,0,0.0,bull,0.0951634695474829,0.0033169181582715134,0.056808476715112244,0.24999999999999978,2.349999999999999,0.24999999999999978,2.349999999999999,-0.5,2.349999999999999,1.4999999999999996,-0.5,,,,
2019-02-15,103636.96810634724,103636.96810634724,0,0.0,bull,0.09719417760361519,0.003465883121963475,0.05786435215848318,0.24999999999999978,2.349999999999999,0.24999999999999978,2.349999999999999,-0.5,2.349999999999999,1.4999999999999996,-0.5,,,,
2019-02-19,104023.41483335484,104023.41483335484,0,0.0,bull,0.10446165935871228,0.003638557328494483,0.062363991582152556,0.8499999999999996,0.5499999999999998,0.8499999999999996,2.349999999999999,-0.5,0.5499999999999998,1.4999999999999996,-0.5,,,,
2019-02-20,103914.71111974088,103914.71111974088,0,0.0,bull,0.10652623284166078,0.0037074727482818487,0.06360254306454349,0.8999999999999997,1.0499999999999996,0.8999999999999997,2.349999999999999,-0.5,1.0499999999999996,1.4999999999999996,-0.5,,,,
2019-02-21,103908.58779436177,0.0,1,606.2698395143344,bull,0.10516858413959551,0.003699190672108962,0.06271400808217908,0.8999999999999997,1.0499999999999996,0.8999999999999997,2.349999999999999,-0.5,1.0499999999999996,1.4999999999999996,-0.5,,,,
2019-02-22,104548.02059409756,104548.02059409756,0,0.0,bull,0.09683638501118152,0.00353330391309788,0.05749098218125859,0.8999999999999997,1.0499999999999996,0.8999999999999997,2.349999999999999,-0.5,1.0499999999999996,1.4999999999999996,-0.5,,,,
2019-02-25,104264.78169839653,0.0,1,602.3384269115918,bull,0.10581872336884032,0.0032584967196271795,0.06402882213997252,1.8499999999999996,1.3499999999999996,1.8499999999999996,2.349999999999999,-0.5,1.3499999999999996,1.4999999999999996,-0.5,,,,
2019-02-26,104686.41859723466,104686.41859723466,0,0.0,bull,0.10949252319539096,0.0031949907111114466,0.06660503404137108,0.9499999999999997,1.4999999999999996,0.9499999999999997,2.349999999999999,-0.5,1.4999999999999996,1.4999999999999996,-0.5,,,,
2019-02-27,104952.98123718133,0.0,1,605.8241816969598,bull,0.10924346705297129,0.0031258573681280976,0.066577263299058,1.7499999999999996,1.3499999999999996,1.7499999999999996,2.349999999999999,-0.5,1.3499999999999996,1.4999999999999996,-0.5,,,,
2019-02-28,105268.00981166374,105268.00981166374,0,0.0,bull,0.10627341235377238,0.0030286497191489856,0.06479164213088362,1.0499999999999996,1.4499999999999995,1.0499999999999996,2.349999999999999,-0.5,1.4499999999999995,1.4999999999999996,-0.5,,,,
2019-03-01,105340.48986226504,0.0,1,603.497507088313,bull,0.09993795431609766,0.002931575744172361,0.06076215138905372,0.8999999999999997,-0.5,0.8999999999999997,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-04,105174.13728905859,105174.13728905859,0,0.0,bull,0.10740669419273545,0.002853474425145548,0.06589751394486587,0.8999999999999997,-0.5,0.8999999999999997,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-05,105204.30772431074,0.0,1,603.4087050433653,bull,0.10387768825331753,0.002625988807734632,0.06399981455340908,1.4499999999999995,1.1499999999999997,1.4499999999999995,2.349999999999999,-0.5,1.1499999999999997,1.4999999999999996,-0.5,,,,
2019-03-06,105331.02355236985,105331.02355236985,0,0.0,bull,0.10089910817351015,0.0025338387159189227,0.06219839468383559,1.3999999999999995,1.1999999999999997,1.3999999999999995,2.349999999999999,-0.5,1.1999999999999997,1.4999999999999996,-0.5,,,,
2019-03-07,104585.5118697459,0.0,1,611.0751496917668,bull,0.0875070293007655,0.002445596006803612,0.05344682752023644,1.7999999999999994,-0.5,1.7999999999999994,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-08,104438.85383381986,104438.85383381986,0,0.0,bull,0.06325799196769055,0.0023292946095231,0.03751340542608084,1.7999999999999994,0.5999999999999996,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,
2019-03-11,104438.85383381986,104438.85383381986,0,0.0,bull,0.05539818657616374,0.002225147754680946,0.032481828874747265,1.7999999999999994,0.5999999999999996,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,
2019-03-12,104438.85383381986,104438.85383381986,0,0.0,bull,0.08328394586040543,0.0021955944559550683,0.05113144166169348,1.7999999999999994,0.5999999999999996,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,
2019-03-13,104438.85383381986,104438.85383381986,0,0.0,bull,0.08752404785907197,0.0021569627774989573,0.0540354396843834,1.7999999999999994,0.5999999999999996,1.7999999999999994,2.349999999999999,-0.5,0.5999999999999996,1.4999999999999996,-0.5,,,,
2019-03-14,104438.85383381986,104438.85383381986,0,0.0,bull,0.09463486141328173,0.0020948329650121245,0.058900241678830234,0.19999999999999984,-0.5,0.19999999999999984,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-15,104783.64105528679,104783.64105528679,0,0.0,bull,0.08765393689506373,0.0020810623774057215,0.054273833175231045,0.2999999999999998,-0.5,0.2999999999999998,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-18,104783.64105528679,104783.64105528679,0,0.0,bull,0.09788359232318002,0.002084511561594618,0.061086705092264104,0.2999999999999998,-0.5,0.2999999999999998,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-19,104783.64105528679,104783.64105528679,0,0.0,bull,0.0934234545122054,0.0021025816425168462,0.058077139723103244,0.2999999999999998,-0.5,0.2999999999999998,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-20,105114.02597557506,0.0,1,584.2914173183716,bull,0.09461798743035417,0.002154556738989034,0.05876954480892471,-0.5,0.9999999999999996,-0.5,2.349999999999999,-0.5,0.9999999999999996,1.4999999999999996,-0.5,,,,
2019-03-21,106231.50361251968,0.0,1,581.2623309943077,bull,0.0967605365191089,0.0021281411796470018,0.0602507419867786,-0.5,1.5499999999999994,-0.5,2.349999999999999,-0.5,1.5499999999999994,1.4999999999999996,-0.5,,,,
2019-03-22,103714.63771931433,0.0,1,581.2623309943077,bull,0.1172884191976163,0.0021438710452352664,0.073904537374607,2.2999999999999994,-0.5,2.2999999999999994,2.349999999999999,-0.5,-0.5,1.4999999999999996,-0.5,,,,
2019-03-25,103778.5765757237,103778.5765757237,0,0.0,bull,0.07843727076475288,0.0020809203337816195,0.04812967317560535,1.6499999999999995,0.4999999999999998,1.6499999999999995,2.349999999999999,-0.5,0.4999999999999998,1.4999999999999996,-0.5,,,,
2019-03-26,104110.32301624298,0.0,1,581.4594974378273,bull,0.07220576129525454,0.0020398043376118457,0.04405756552161266,-0.5,0.8999999999999997,-0.5,2.349999999999999,-0.5,0.8999999999999997,1.4999999999999996,-0.5,,,,
2019-03-27,103429.09453784057,0.0,1,582.2398926921898,bull,0.07586333725698269,0.001953592283561588,0.04666837360419862,-0.5,0.8499999999999996,-0.5,2.349999999999999,-0.5,0.8499999999999996,1.4999999999999996,-0.5,,,,
2019-03-28,104771.60790915664,0.0,1,585.447071463772,bull,0.061897976398829074,0.0017898270551777833,0.03768566348886382,-0.5,0.9499999999999997,-0.5,2.349999999999999,-0.5,0.9499999999999997,1.4999999999999996,-0.5,,,,
2019-03-29,105480.7340667776,0.0,1,586.3950081542006,bull,0.06236095685245808,0.0017130338086015326,0.038147903617768986,-0.5,0.9499999999999997,-0.5,2.349999999999999,-0.5,0.9499999999999997,1.4999999999999996,-0.5,,,,
2019-04-01,106886.69820872812,106886.69820872812,0,0.0,bull,0.07097711993428786,0.0017071969064648357,0.04390368614326223,-0.5,2.499999999999999,-0.5,2.349999999999999,-0.5,2.499999999999999,1.4999999999999996,-0.5,,,,
