klu_idx,timestamp,klu_open,klu_high,klu_low,klu_close,klu_volume,bsp_type,bsp_types,is_buy,direction,is_segbsp,feat_divergence_rate,feat_bsp1_bi_amp,feat_bsp1_bi_klu_cnt,feat_bsp1_bi_amp_rate,feat_zs_cnt,feat_macd_value,feat_macd_dea,feat_macd_diff,feat_ppo,feat_rsi,feat_kdj_k,feat_kdj_d,feat_kdj_j,feat_volume,feat_bsp_bi_amp,feat_break_bi_amp,feat_break_bi_klu_cnt,feat_break_bi_amp_rate,feat_bi_amp,feat_bi_klu_cnt,feat_bi_amp_rate,feat_level,feat_bsp_type,macd_value,macd_dif,macd_dea,rsi,kdj_k,kdj_d,kdj_j,dmi_plus,dmi_minus,dmi_adx,price_change_pct,high_low_spread_pct,upper_shadow,lower_shadow,body_size,is_bullish_candle,snapshot_first_seen,snapshot_last_seen,profit_target_pct,profit_target_distance,has_profit_target,exit_type,exit_klu_idx,exit_price,feat_bsp2_retrace_rate,feat_bsp2_break_bi_amp,feat_bsp2_break_bi_bi_klu_cnt,feat_bsp2_break_bi_amp_rate,feat_bsp2_bi_amp,feat_bsp2_bi_klu_cnt,feat_bsp2_bi_amp_rate,feat_bsp3_zs_height,feat_bsp3_bi_amp,feat_bsp3_bi_klu_cnt,feat_bsp3_bi_amp_rate,feat_bsp2s_retrace_rate,feat_bsp2s_break_bi_amp,feat_bsp2s_break_bi_klu_cnt,feat_bsp2s_break_bi_amp_rate,feat_bsp2s_bi_amp,feat_bsp2s_bi_klu_cnt,feat_bsp2s_bi_amp_rate,feat_bsp2s_lv,direction_encoded
82.0,2022/05/02 10:55,413.19,413.93,412.28,412.41,1207613.0,2,2,1,buy,False,0.665447897623405,5.580822883295199,29.91304347826087,0.013900207352430428,1.0,0.0882706361558323,0.406767710318651,0.45090302839656715,0.0010924726042399924,48.174456309475026,55.52152123199402,65.87076531510121,34.82303306577964,1207613.0,3.640000000000043,5.470000000000027,21.0,0.013326836399074254,3.640000000000043,6.0,0.008751683015964712,2.0,2.0,0.0882706361558323,0.45090302839656715,0.406767710318651,48.174456309475026,55.52152123199402,65.87076531510121,34.82303306577964,22.310581929219335,16.026009973419136,24.120285011271797,-0.18877513976620267,0.40021344717183327,0.7400000000000091,0.1300000000000523,0.7799999999999727,0,83.0,83.0,1.51790693727116,195.0,1,best_24h,277.0,418.67,0.665447897623405,5.470000000000027,21.0,0.013326836399074254,3.640000000000043,6.0,0.008751683015964712,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
83.0,2022/05/02 11:00,412.42,412.62,410.87,410.89,1303535.0,2,2,1,buy,False,0.9232175502742205,5.580822883295199,29.91304347826087,0.013900207352430428,1.0,-0.2760196842458592,0.3722652497879186,0.23425540766498898,0.0005677549811511955,40.87420458670133,37.146360689316026,56.29596377317281,-1.1528454783975377,1303535.0,5.050000000000011,5.470000000000027,21.0,0.013326836399074254,5.050000000000011,7.0,0.012141758030390486,2.0,2.0,-0.2760196842458592,0.23425540766498898,0.3722652497879186,40.87420458670133,37.146360689316026,56.29596377317281,-1.1528454783975377,22.320388562888628,21.757763565635884,22.488580796693793,-0.3709810387469157,0.4259254752111374,0.19999999999998863,0.01999999999998181,1.5300000000000296,0,84.0,84.0,1.8934508019177954,194.0,1,best_24h,277.0,418.67,0.9232175502742205,5.470000000000027,21.0,0.013326836399074254,5.050000000000011,7.0,0.012141758030390486,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
84.0,2022/05/02 11:05,410.91,412.05,410.81,411.74,1268033.0,2,2,1,buy,False,0.9341864716636176,5.580822883295199,29.91304347826087,0.013900207352430428,1.0,-0.38817810560440713,0.32374298658736766,0.1296539337851641,0.000314285282200915,45.81878844502481,30.830776663066548,47.80756806980405,-3.1228061504084508,1268033.0,5.110000000000014,5.470000000000027,21.0,0.013326836399074254,5.110000000000014,8.0,0.012286016541642656,2.0,2.0,-0.38817810560440713,0.1296539337851641,0.32374298658736766,45.81878844502481,30.830776663066548,47.80756806980405,-3.1228061504084508,19.23171357782192,22.365572197049165,21.42038256390631,0.20199070356038645,0.30184270100533317,0.3100000000000023,0.10000000000002274,0.8299999999999841,1,85.0,87.0,1.683100986059165,193.0,1,best_24h,277.0,418.67,0.9341864716636176,5.470000000000027,21.0,0.013326836399074254,5.110000000000014,8.0,0.012286016541642656,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
87.0,2022/05/02 11:20,410.51,411.07,410.15,410.86,899315.0,1,1,1,buy,False,2.8770292963571844,5.770000000000039,11.0,0.013872860165416518,1.0,-0.633016939289375,0.12598635474272082,-0.1905221149019667,-0.0004621427772588933,42.87957268323958,19.57415769082607,30.187111908947763,-1.651750745417317,899315.0,5.770000000000039,5.770000000000039,11.0,0.013872860165416518,5.770000000000039,11.0,0.013872860165416518,1.0,1.0,-0.633016939289375,-0.1905221149019667,0.12598635474272082,42.87957268323958,19.57415769082607,30.187111908947763,-1.651750745417317,21.542312904682927,21.645836470411204,17.38166474518783,0.0852597987868804,0.2243081799341743,0.20999999999997954,0.36000000000001364,0.35000000000002274,1,88.0,88.0,1.9008908143893302,190.0,1,best_24h,277.0,418.67,0.5828512062623303,5.953974074074083,26.51851851851852,0.014823223144982354,3.160498941798944,16.756613756613756,0.007861818143887792,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
88.0,2022/05/02 11:25,410.88,411.43,410.0,410.58,1018807.0,1,1,1,buy,False,3.0619492166879763,5.920000000000016,12.0,0.014233506443546875,1.0,-0.6737038527419588,0.04177337314997598,-0.2950785532210034,-0.0007159775276942045,41.69402254384482,17.46344150469063,25.94588844086205,0.4985476323477869,1018807.0,5.920000000000016,5.920000000000016,12.0,0.014233506443546875,5.920000000000016,12.0,0.014233506443546875,1.0,1.0,-0.6737038527419588,-0.2950785532210034,0.04177337314997598,41.69402254384482,17.46344150469063,25.94588844086205,0.4985476323477869,19.84319981324041,22.372235083555562,16.568030364112893,-0.07301401869159156,0.3487804878048797,0.5500000000000114,0.5799999999999841,0.30000000000001137,0,89.0,89.0,1.9703833601247094,189.0,1,best_24h,277.0,418.67,0.5828512062623303,5.953974074074083,26.51851851851852,0.014823223144982354,3.160498941798944,16.756613756613756,0.007861818143887792,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
89.0,2022/05/02 11:30,410.66,411.4,409.88,410.95,1420129.0,1,1,1,buy,False,3.0619492166879763,6.0400000000000205,13.0,0.014522023466051212,1.0,-0.6174255611672551,-0.03540482199593091,-0.3441176025795585,-0.0008351433933253726,43.90126930481192,20.341481328330232,24.077752736684776,12.868938511621145,1420129.0,6.0400000000000205,6.0400000000000205,13.0,0.014522023466051212,6.0400000000000205,13.0,0.014522023466051212,1.0,1.0,-0.6174255611672551,-0.3441176025795585,-0.03540482199593091,43.90126930481192,20.341481328330232,24.077752736684776,12.868938511621145,14.951432929276812,23.681464236975344,16.998699809347873,0.07061802951345726,0.37084024592563236,0.44999999999998863,0.7800000000000296,0.2899999999999636,1,90.0,91.0,1.8785740357707816,188.0,1,best_24h,277.0,418.67,0.5828512062623303,5.953974074074083,26.51851851851852,0.014823223144982354,3.160498941798944,16.756613756613756,0.007861818143887792,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
91.0,2022/05/02 11:40,410.26,411.23,409.8,410.56,1104777.0,1,1,1,buy,False,3.0619492166879763,6.1200000000000045,15.0,0.014714368147720727,1.0,-0.5743545546938114,-0.1865310240381395,-0.47370830138504516,-0.0011502941921171775,42.65735050075165,20.218897284762143,21.186004449487015,18.284682955312398,1104777.0,6.1200000000000045,6.1200000000000045,15.0,0.014714368147720727,6.1200000000000045,15.0,0.014714368147720727,1.0,1.0,-0.5743545546938114,-0.47370830138504516,-0.1865310240381395,42.65735050075165,20.218897284762143,21.186004449487015,18.284682955312398,5.239090737999821,25.788534021027477,22.07416942845046,0.07312436016185137,0.348950707662276,0.6700000000000159,0.45999999999997954,0.30000000000001137,1,92.0,105.0,1.9753507404520687,186.0,1,best_24h,277.0,418.67,0.5828512062623303,5.953974074074083,26.51851851851852,0.014823223144982354,3.160498941798944,16.756613756613756,0.007861818143887792,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
99.0,2022/05/02 12:20,411.86,412.56,411.54,411.6576,944044.0,3a,3a,0,sell,False,0.002104855684320046,5.580822883295199,29.91304347826087,0.013900207352430428,2.0,0.14704019968753657,-0.3646103986768373,-0.291090298833069,-0.0007074398678798225,51.04776842947617,56.65250997527015,45.627730467244525,78.70206899132138,944044.0,2.759999999999991,2.759999999999991,9.0,0.006734992679355761,2.759999999999991,9.0,0.006734992679355761,3.0,3.0,0.14704019968753657,-0.291090298833069,-0.3646103986768373,51.04776842947617,56.65250997527015,45.627730467244525,78.70206899132138,18.108974358974507,12.713675213675133,27.253921946614785,-0.04914291264022033,0.24784954074937596,0.6999999999999886,0.11759999999998172,0.20240000000001146,0,106.0,132.0,1.495417550896669,28.0,1,best_24h,127.0,405.5016,0.5828512062623303,5.953974074074083,26.51851851851852,0.014823223144982354,3.160498941798944,16.756613756613756,0.007861818143887792,0.002104855684320046,2.759999999999991,9.0,0.006734992679355761,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,1
99.0,2022/05/02 12:20,411.86,412.56,411.54,411.6576,944044.0,2,2,0,sell,False,0.4509803921568609,5.580822883295199,29.91304347826087,0.013900207352430428,1.0,0.14649341372186697,-0.36375314079875487,-0.2905064339378214,-0.0007060218976879009,51.0621874438354,56.652509975275166,45.62773046736579,78.70206899109392,944044.0,2.759999999999991,6.1200000000000045,15.0,0.014714368147720727,2.759999999999991,9.0,0.006734992679355761,2.0,2.0,0.14649341372186697,-0.2905064339378214,-0.36375314079875487,51.0621874438354,56.652509975275166,45.62773046736579,78.70206899109392,18.108974358974507,12.713675213675133,27.153177168412117,-0.04914291264022033,0.24784954074937596,0.6999999999999886,0.11759999999998172,0.20240000000001146,0,236.0,1023.0,1.495417550896669,28.0,1,best_24h,127.0,405.5016,0.4509803921568609,6.1200000000000045,15.0,0.014714368147720727,2.759999999999991,9.0,0.006734992679355761,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,1
104.0,2022/05/02 12:45,410.51,410.74,410.06,410.3101,588196.0,2,2,1,buy,False,0.9057971014492784,5.580822883295199,29.91304347826087,0.013900207352430428,1.0,-0.024378460281375136,-0.28015992614250657,-0.29234915628319413,-0.0007107852392757612,43.040990761289194,36.65599799890725,46.87146562730615,16.225062742109458,588196.0,2.5,2.759999999999991,9.0,0.006734992679355761,2.5,6.0,0.00605972464611208,2.0,2.0,-0.024378460281375136,-0.29234915628319413,-0.28015992614250657,43.040990761289194,36.65599799890725,46.87146562730615,16.225062742109458,17.484276729559603,18.742138364780015,23.284735255451867,-0.04869552507856416,0.16582939082085715,0.2300000000000182,0.2500999999999749,0.19990000000001373,0,105.0,105.0,2.0374589852894287,173.0,1,best_24h,277.0,418.67,0.9057971014492784,2.759999999999991,9.0,0.006734992679355761,2.5,6.0,0.00605972464611208,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
105.0,2022/05/02 12:50,410.31,410.44,409.4,409.58,730485.0,1p,1p,1,buy,False,0.24884077940630742,3.160000000000025,7.0,0.007659491952685731,0.0,-0.1676450166894191,-0.30111555322868394,-0.3849380615733935,-0.000936186363943701,39.11589711952992,26.336066176486746,40.02633247703301,-1.0444664246057869,730485.0,3.160000000000025,3.160000000000025,7.0,0.007659491952685731,3.160000000000025,0.0,0.0,1.0,1.0,-0.1676450166894191,-0.3849380615733935,-0.30111555322868394,39.11589711952992,26.336066176486746,40.02633247703301,-1.0444664246057869,17.92392005157946,21.212121212121723,22.221681089758963,-0.17791425994979848,0.2540302882266782,0.12999999999999545,0.18000000000000682,0.7300000000000182,0,106.0,106.0,2.219346647785544,172.0,1,best_24h,277.0,418.67,0.5828512062623303,5.953974074074083,26.51851851851852,0.014823223144982354,3.160498941798944,16.756613756613756,0.007861818143887792,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
106.0,2022/05/02 12:55,409.58,410.13,408.68,408.99,1155329.0,1p,1p,1,buy,False,0.47271194696613583,3.8799999999999955,8.0,0.009404692650765939,0.0,-0.31846790717943285,-0.34092404162611306,-0.5001579952158295,-0.0012168857167175137,36.239773285089555,20.220607691541012,33.42442421520234,-6.18702535578165,1155329.0,3.8799999999999955,3.8799999999999955,8.0,0.009404692650765939,3.8799999999999955,0.0,0.0,1.0,1.0,-0.31846790717943285,-0.5001579952158295,-0.34092404162611306,36.239773285089555,20.220607691541012,33.42442421520234,-6.18702535578165,16.97045883092391,25.204274041483693,22.028925286988283,-0.14405000244151936,0.35480082215914377,0.5500000000000114,0.3100000000000023,0.589999999999975,0,107.0,107.0,2.3668060343773702,171.0,1,best_24h,277.0,418.67,0.5828512062623303,5.953974074074083,26.51851851851852,0.014823223144982354,3.160498941798944,16.756613756613756,0.007861818143887792,0.005226352116804948,3.728054411764699,16.573529411764707,0.009509721241594585,0.5374651068470795,8.377936065573776,39.4207650273224,0.020798118228585648,3.704741530054652,22.721311475409838,0.00911713288028225,1.9344262295081966,0
